trial_num	trial_dur	iti_dur	subtitle	stim_dur	stim	display_trial_feedback	start_time	end_time
0	30	0	I reached over and secretly undid my seatbelt. And when his foot hit the break at the red light, I flung open the door and I ran. \nI had no shoes on. I was crying. I had no wallet, but I was ok, because I had my cigarettes. \nAnd I didn't want any part of the freedom if I didn't have my cigarettes.	10.0	narrative_01.wav	False	0	30
