trial_num	trial_dur	iti_dur	subtitle	stim_dur	stim	display_trial_feedback	start_time	end_time
0	30	0	When you live with someone who has a temper. A very bad temper. A very very bad temper. You learn to play around that. \nYou learn this time I will play possum. And next time I will just be real nice, or I'll say yes to everything. Or you make yourself scarce or you run. \nAnd this was one of the times when you just run.	10.0	narrative_02.wav	False	0	30
