trial_num	trial_dur	iti_dur	subtitle	stim_dur	stim	display_trial_feedback	start_time	end_time
0	30	0	Just then, as if an answer, I see a figure up ahead. Who is that? It's not him, okay? They don't have a dog. Who is that? What are they doing out on this suburban street? \nAnd the person comes closer, and I can see it's a woman. And then I can see she has her hands in her face. Oh, she's crying. And then she sees me \nand she composes herself. And she gets closer, and I see she has no shoes on. She has no shoes on, and she's crying, and she's out on the street	10.0	narrative_05.wav	False	0	30
